Receptor_measurement1,,Receptor_measurement2,,Receptor_measurement4,,Receptor_measurement5,,wind speed log,Wind_speed,,Source_Location_X,,Source_Location_Y,
2.06E-22,-21.68613278,2.11E-05,-4.675717545,0.00042495,-3.37E+00,0.0042779,-2.37E+00,1.08E+00,12,2.475671188,299,2.495544338,313,-1.90661334
0.0010836,-2.965131004,0.00033899,-3.469813113,0.00018157,-3.74E+00,6.28E-07,-6.20E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-2.365270892
1.21E-05,-4.91721463,0.00029613,-3.528517593,0.00038097,-3.42E+00,3.81E-05,-4.42E+00,9.54E-01,9,2.255272505,180,2.255272505,180,-2.758453519
0.010599,-1.974735108,0.004947,-2.30565809,0.0031062,-2.51E+00,2.53E-05,-4.60E+00,8.45E-01,7,2,100,2,100,-1.986909862
1.25E-19,-18.90308999,0.00035097,-3.454730004,0.0052264,-2.28E+00,0.03505,-1.46E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-1.871439193
0.00062516,-3.204008817,0.0012107,-2.916963458,0.00077369,-3.11E+00,3.67E-07,-6.44E+00,1.30E+00,20,2.477121255,300,2.056904851,114,-1.828566099
0.019894,-1.701277886,0.0062239,-2.205937394,0.0033335,-2.48E+00,1.15E-05,-4.94E+00,6.99E-01,5,1.84509804,70,1.84509804,70,-2.164353811
0.0062308,-2.205456189,0.15264,-0.816331643,0.19637,-7.07E-01,0.01963,-1.71E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-1.95475528
0.0041837,-2.378439465,0.0019527,-2.709364474,0.0012261,-2.91E+00,9.97E-06,-5.00E+00,1.08E+00,12,2,100,2,100,-1.92245042
9.46E-22,-21.02410886,2.65E-06,-5.576754126,3.94E-05,-4.40E+00,0.00026453,-3.58E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-3.799833754
3.31E-05,-4.480172006,0.00061522,-3.210969555,0.00088759,-3.05E+00,0.00022854,-3.64E+00,1.08E+00,12,2.064457989,116,2.292256071,196,-2.078849572
0.0031153,-2.506500125,0.0009746,-3.011173593,0.000522,-3.28E+00,1.81E-06,-5.74E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-1.90661334
0.00094945,-3.022527901,0.02326,-1.63339029,0.029924,-1.52E+00,0.0029912,-2.52E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-1.817556814
0.016291,-1.788052256,0.0076036,-2.118980738,0.0047743,-2.32E+00,3.88E-05,-4.41E+00,7.78E-01,6,2,100,2,100,-1.934158966
4.18E-20,-19.37882372,0.00011699,-3.931851259,0.0017421,-2.76E+00,0.011683,-1.93E+00,7.78E-01,6,2.477121255,300,2.477121255,300,-1.996367163
0.0022705,-2.643878494,0.12158,-0.915137861,0.19982,-6.99E-01,0.062737,-1.20E+00,0.00E+00,1,2.149219113,141,2.311753861,205,-1.881801432
0.00041118,-3.385968018,0.00012864,-3.890623969,6.89E-05,-4.16E+00,2.38E-07,-6.62E+00,1.15E+00,14,1.84509804,70,1.84509804,70,-2.95475528
3.54E-05,-4.450996738,0.00086709,-3.061935822,0.0011155,-2.95E+00,0.00011151,-3.95E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-1.972487308
0.0012035,-2.919553905,0.0005617,-3.250495576,0.00035269,-3.45E+00,2.87E-06,-5.54E+00,9.54E-01,9,2,100,2,100,-2.713476168
6.47E-22,-21.18909572,1.81E-06,-5.742321425,2.70E-05,-4.57E+00,0.00018083,-3.74E+00,1.20E+00,16,2.477121255,300,2.477121255,300,-2.95475528
3.53E-33,-32.45222529,2.20E-07,-6.657577319,1.46E-05,-4.84E+00,0.00045324,-3.34E+00,7.78E-01,6,2.495544338,313,2.547774705,353,-3.595713771
0.0061019,-2.214534914,0.001909,-2.719194072,0.0010224,-2.99E+00,3.54E-06,-5.45E+00,1.00E+00,10,1.84509804,70,1.84509804,70,-2.075560468
0.00010286,-3.98775348,0.0025198,-2.598633928,0.0032417,-2.49E+00,0.00032405,-3.49E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-2.782805682
0.0013184,-2.879952806,0.00061534,-3.210884853,0.00038637,-3.41E+00,3.14E-06,-5.50E+00,1.30E+00,20,2,100,2,100,-1.980302269
2.42E-21,-20.61618463,6.79E-06,-5.168130226,0.00010106,-4.00E+00,0.00067772,-3.17E+00,1.04E+00,11,2.477121255,300,2.477121255,300,-2.706416487
0.00059604,-3.224724594,0.0027708,-2.557394821,0.0030355,-2.52E+00,0.00031201,-3.51E+00,6.02E-01,4,2.056904851,114,2.227886705,169,-2.530325227
0.010362,-1.984556412,0.0032416,-2.489240576,0.0017362,-2.76E+00,6.01E-06,-5.22E+00,9.03E-01,8,1.84509804,70,1.84509804,70,-2.039415075
0.00011081,-3.955421045,0.0027146,-2.566294155,0.0034924,-2.46E+00,0.0003491,-3.46E+00,8.45E-01,7,2.255272505,180,2.255272505,180,-2.014506164
0.0026301,-2.580027739,0.0012276,-2.91094312,0.00077078,-3.11E+00,6.27E-06,-5.20E+00,1.08E+00,12,2,100,2,100,-2.124059457
4.30E-21,-20.36653154,1.21E-05,-4.91721463,0.00017948,-3.75E+00,0.0012037,-2.92E+00,1.23E+00,17,2.477121255,300,2.477121255,300,-2.078849572
1.57E-06,-5.804100348,0.00084574,-3.072763129,0.0016558,-2.78E+00,0.00052923,-3.28E+00,1.00E+00,10,2.292256071,196,2.326335861,212,-1.977654124
0.0015818,-2.800848429,0.00049487,-3.305508873,0.00026506,-3.58E+00,9.17E-07,-6.04E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.104356495
2.00E-05,-4.698970004,0.00048953,-3.310220688,0.00062977,-3.20E+00,6.30E-05,-4.20E+00,8.45E-01,7,2.255272505,180,2.255272505,180,-2.758453519
0.088779,-1.051689751,0.041437,-1.382611695,0.026018,-1.58E+00,0.00021167,-3.67E+00,4.77E-01,3,2,100,2,100,-1.799833754
5.96E-21,-20.22475374,1.67E-05,-4.777283529,0.00024841,-3.60E+00,0.0016659,-2.78E+00,1.23E+00,17,2.477121255,300,2.477121255,300,-1.93771893
0.001269,-2.896538378,0.0027467,-2.561188772,0.0021952,-2.66E+00,2.14E-05,-4.67E+00,1.04E+00,11,2.311753861,205,2.127104798,134,-1.853375911
0.0011783,-2.928744122,0.00036862,-3.433421105,0.00019744,-3.70E+00,6.83E-07,-6.17E+00,1.20E+00,16,1.84509804,70,1.84509804,70,-2.381533508
0.00071209,-3.147465113,0.017445,-1.758329026,0.022443,-1.65E+00,0.0022434,-2.65E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-1.94248604
0.055132,-1.258596253,0.025732,-1.589526457,0.016157,-1.79E+00,0.00013144,-3.88E+00,3.01E-01,2,2,100,2,100,-2.358922687
3.13E-19,-18.50445566,0.00087742,-3.05679247,0.013066,-1.88E+00,0.087626,-1.06E+00,3.01E-01,2,2.477121255,300,2.477121255,300,-2.075560468
3.79E-60,-59.42136079,1.71E-08,-7.76700389,9.00E-06,-5.05E+00,0.0008391,-3.08E+00,1.04E+00,11,2.547774705,353,2.600972896,399,-2.666290817
0.0018011,-2.744462174,0.00056348,-3.249121494,0.0003018,-3.52E+00,1.04E-06,-5.98E+00,1.18E+00,15,1.84509804,70,1.84509804,70,-2.253295759
6.32E-06,-5.199282922,0.00015482,-3.810172937,0.00019918,-3.70E+00,1.99E-05,-4.70E+00,1.30E+00,20,2.255272505,180,2.255272505,180,-2.346517343
0.64081,-0.19327072,0.29909,-0.524198107,0.1878,-7.26E-01,0.0015278,-2.82E+00,0.00E+00,1,2,100,2,100,-1.895649481
2.64E-20,-19.57839607,7.41E-05,-4.130181792,0.0011028,-2.96E+00,0.007396,-2.13E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.061055195
0.0041928,-2.377495853,0.00089807,-3.046689811,0.00039465,-3.40E+00,7.98E-08,-7.10E+00,1.26E+00,18,2.227886705,169,1.681241237,48,-1.943705113
0.071892,-1.143319434,0.022491,-1.647991234,0.012046,-1.92E+00,4.17E-05,-4.38E+00,4.77E-01,3,1.84509804,70,1.84509804,70,-2.050097925
0.0085806,-2.066482343,0.21021,-0.677346628,0.27044,-5.68E-01,0.027033,-1.57E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-1.815762971
4.99E-05,-4.301899454,2.33E-05,-4.632644079,1.46E-05,-4.84E+00,1.19E-07,-6.92E+00,1.20E+00,16,2,100,2,100,-3.595713771
5.25E-19,-18.2798407,0.0014701,-2.832653122,0.021892,-1.66E+00,0.14681,-8.33E-01,3.01E-01,2,2.477121255,300,2.477121255,300,-1.851428191
2.50E-13,-12.60205999,3.29E-05,-4.482804102,0.00028963,-3.54E+00,0.0016787,-2.78E+00,1.23E+00,17,2.326335861,212,2.480006943,302,-1.870406772
0.0073777,-2.132079009,0.0023081,-2.636745379,0.0012362,-2.91E+00,4.28E-06,-5.37E+00,8.45E-01,7,1.84509804,70,1.84509804,70,-2.302910212
7.33E-05,-4.134896025,0.001795,-2.745935547,0.0023092,-2.64E+00,0.00023083,-3.64E+00,1.04E+00,11,2.255272505,180,2.255272505,180,-1.801590366
0.0060883,-2.215503956,0.0028417,-2.546421773,0.0017843,-2.75E+00,1.45E-05,-4.84E+00,1.04E+00,11,2,100,2,100,-1.835112042
3.02E-19,-18.51999306,0.00084431,-3.073498067,0.012573,-1.90E+00,0.084319,-1.07E+00,3.01E-01,2,2.477121255,300,2.477121255,300,-2.092266263
0.0054704,-2.261980917,0.033712,-1.472215482,0.037694,-1.42E+00,0.0035241,-2.45E+00,3.01E-01,2,2.127104798,134,2.230448921,170,-2.050097925
0.012565,-1.900837507,0.0039309,-2.405508004,0.0021054,-2.68E+00,7.29E-06,-5.14E+00,9.54E-01,9,1.84509804,70,1.84509804,70,-1.853375911
2.39E-05,-4.621602099,0.00058434,-3.233334384,0.00075175,-3.12E+00,7.51E-05,-4.12E+00,1.20E+00,16,2.255272505,180,2.255272505,180,-1.963530801
0.0024018,-2.61946316,0.001121,-2.950394387,0.00070387,-3.15E+00,5.73E-06,-5.24E+00,1.11E+00,13,2,100,2,100,-2.093972198
4.09E-21,-20.38827669,1.14E-05,-4.943095149,0.00017045,-3.77E+00,0.0011431,-2.94E+00,1.28E+00,19,2.477121255,300,2.477121255,300,-2.004650042
7.83E-45,-44.10623824,0.00086986,-3.060550639,0.018474,-1.73E+00,0.067365,-1.17E+00,0.00E+00,1,2.600972896,399,2.44870632,281,-2.653705718
0.0015059,-2.822203867,0.0004711,-3.326886896,0.00025232,-3.60E+00,8.73E-07,-6.06E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-2.222341229
1.62E-05,-4.790484985,0.00039694,-3.401275135,0.00051066,-3.29E+00,5.10E-05,-4.29E+00,1.20E+00,16,2.255272505,180,2.255272505,180,-2.1314496
0.0041948,-2.377288741,0.0019579,-2.708209494,0.0012293,-2.91E+00,1.00E-05,-5.00E+00,1.08E+00,12,2,100,2,100,-1.921325727
7.28E-20,-19.13786862,0.00020396,-3.690454997,0.0030373,-2.52E+00,0.020369,-1.69E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-1.913355479
0.0079702,-2.098530781,0.009283,-2.03231165,0.0079531,-2.10E+00,0.00049821,-3.30E+00,3.01E-01,2,1.681241237,48,2.152288344,142,-2.679272273
0.016766,-1.775570538,0.0052451,-2.280246227,0.0028093,-2.55E+00,9.72E-06,-5.01E+00,9.03E-01,8,1.84509804,70,1.84509804,70,-1.830413727
4.33E-05,-4.363512104,0.0010606,-2.974448377,0.0013645,-2.87E+00,0.0001364,-3.87E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-1.884955605
0.0014986,-2.824314272,0.00069945,-3.155243325,0.00043918,-3.36E+00,3.57E-06,-5.45E+00,1.18E+00,15,2,100,2,100,-2.174521952
5.60E-23,-22.25181197,1.57E-07,-6.804100348,2.33E-06,-5.63E+00,1.57E-05,-4.80E+00,1.11E+00,13,2.477121255,300,2.477121255,300,-4.197910742
0.0037097,-2.43066121,0.0011071,-2.955813149,0.00053372,-3.27E+00,2.65E-08,-7.58E+00,1.11E+00,13,2.480006943,302,1.924279286,84,-2.289290434
0.020817,-1.681581858,0.0065126,-2.186245595,0.0034882,-2.46E+00,1.21E-05,-4.92E+00,8.45E-01,7,1.84509804,70,1.84509804,70,-1.852416418
5.29E-05,-4.276544328,0.0012947,-2.887830852,0.0016657,-2.78E+00,0.0001665,-3.78E+00,9.03E-01,8,2.255272505,180,2.255272505,180,-2.220050157
0.071201,-1.147513907,0.033232,-1.478443521,0.020866,-1.68E+00,0.00016976,-3.77E+00,4.77E-01,3,2,100,2,100,-1.895649481
7.20E-22,-21.1426675,2.02E-06,-5.694648631,3.00E-05,-4.52E+00,0.00020137,-3.70E+00,1.23E+00,17,2.477121255,300,2.477121255,300,-2.855363532
0.0043913,-2.357406892,0.0040112,-2.396725683,0.0028434,-2.55E+00,2.28E-05,-4.64E+00,8.45E-01,7,2.230448921,170,2.079181246,120,-2.097404304
0.0066315,-2.178388226,0.0020746,-2.683065626,0.0011112,-2.95E+00,3.84E-06,-5.42E+00,6.99E-01,5,1.84509804,70,1.84509804,70,-2.641475066
4.95E-05,-4.305394801,0.0012115,-2.916676582,0.0015585,-2.81E+00,0.00015579,-3.81E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-3.100869228
0.001981,-2.703115524,0.00092462,-3.034036717,0.00058056,-3.24E+00,4.72E-06,-5.33E+00,1.04E+00,11,2,100,2,100,-2.322712499
4.58E-21,-20.33913452,1.28E-05,-4.89279003,0.00019106,-3.72E+00,0.0012813,-2.89E+00,9.03E-01,8,2.477121255,300,2.477121255,300,-2.706416487
6.54E-19,-18.18442225,1.56E-05,-4.806875402,0.00021105,-3.68E+00,0.0014391,-2.84E+00,1.28E+00,19,2.44870632,281,2.480006943,302,-1.901114106
0.0029341,-2.532525089,0.00091791,-3.037199899,0.00049164,-3.31E+00,1.70E-06,-5.77E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-1.836034017
2.43E-05,-4.614393726,0.00059559,-3.225052603,0.00076623,-3.12E+00,7.66E-05,-4.12E+00,1.28E+00,19,2.255272505,180,2.255272505,180,-1.805957672
0.0066856,-2.174859611,0.0031204,-2.505789731,0.0019593,-2.71E+00,1.59E-05,-4.80E+00,8.45E-01,7,2,100,2,100,-2.187053237
1.01E-20,-19.99567863,2.81E-05,-4.55129368,0.0004191,-3.38E+00,0.0028106,-2.55E+00,1.08E+00,12,2.477121255,300,2.477121255,300,-2.013085017
0.0044737,-2.349333142,0.0011247,-2.948963305,0.00054535,-3.26E+00,4.10E-07,-6.39E+00,9.03E-01,8,2.152288344,142,1.792391689,62,-2.549412212
0.0025559,-2.592456142,0.0007996,-3.097127215,0.00042827,-3.37E+00,1.48E-06,-5.83E+00,1.30E+00,20,1.84509804,70,1.84509804,70,-1.851428191
4.73E-05,-4.325138859,0.0011587,-2.936028993,0.0014907,-2.83E+00,0.00014901,-3.83E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-1.846551011
0.0015418,-2.811971959,0.00071964,-3.142884705,0.00045186,-3.34E+00,3.68E-06,-5.43E+00,1.20E+00,16,2,100,2,100,-2.106110686
1.00E-20,-20,2.81E-05,-4.55129368,0.0004186,-3.38E+00,0.0028073,-2.55E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.481775686
1.80E-10,-9.744727495,0.00032971,-3.481867881,0.0040456,-2.39E+00,0.05295,-1.28E+00,4.77E-01,3,1.924279286,84,2.557507202,361,-1.856329567
0.00094982,-3.02235869,0.00029715,-3.527024265,0.00015915,-3.80E+00,5.51E-07,-6.26E+00,1.30E+00,20,1.84509804,70,1.84509804,70,-2.281323964
9.51E-06,-5.021819483,0.00023287,-3.632886457,0.00029958,-3.52E+00,2.99E-05,-4.52E+00,1.26E+00,18,2.255272505,180,2.255272505,180,-2.26076003
0.64081,-0.19327072,0.29909,-0.524198107,0.1878,-7.26E-01,0.0015278,-2.82E+00,0.00E+00,1,2,100,2,100,-1.895649481
9.68E-21,-20.01412464,2.71E-05,-4.567030709,0.00040369,-3.39E+00,0.0027073,-2.57E+00,9.03E-01,8,2.477121255,300,2.477121255,300,-2.381533508
6.21E-05,-4.2069084,0.00052644,-3.27865112,0.00064509,-3.19E+00,9.44E-05,-4.03E+00,1.18E+00,15,2.079181246,120,2.255272505,180,-2.048555621
0.0047811,-2.320472173,0.0014957,-2.825155506,0.00080113,-3.10E+00,2.77E-06,-5.56E+00,1.08E+00,12,1.84509804,70,1.84509804,70,-2.023136692
0.00014786,-3.830149298,0.0036222,-2.441027574,0.00466,-2.33E+00,0.00046582,-3.33E+00,7.78E-01,6,2.255272505,180,2.255272505,180,-2.023136692
0.0064978,-2.18723366,0.0030328,-2.518156229,0.0019043,-2.72E+00,1.55E-05,-4.81E+00,1.04E+00,11,2,100,2,100,-1.806847563
2.14E-19,-18.66958623,0.00059892,-3.222631184,0.0089189,-2.05E+00,0.059813,-1.22E+00,4.77E-01,3,2.477121255,300,2.477121255,300,-1.889208339
0.0025819,-2.588060582,0.0012195,-2.913818195,0.00063533,-3.20E+00,6.24E-08,-7.20E+00,1.26E+00,18,2.480006943,302,1.968482949,93,-1.958488887
0.0045336,-2.3435568,0.0014183,-2.848231897,0.00075965,-3.12E+00,2.63E-06,-5.58E+00,1.18E+00,15,1.84509804,70,1.84509804,70,-1.852416418
2.63E-06,-5.580044252,6.43E-05,-4.191789027,8.28E-05,-4.08E+00,8.27E-06,-5.08E+00,1.30E+00,20,2.255272505,180,2.255272505,180,-2.727949425
0.00047941,-3.319292911,0.00022376,-3.650217547,0.0001405,-3.85E+00,1.14E-06,-5.94E+00,1.00E+00,10,2,100,2,100,-3.021687069
6.11E-20,-19.21395879,0.00017107,-3.766826145,0.0025475,-2.59E+00,0.017084,-1.77E+00,7.78E-01,6,2.477121255,300,2.477121255,300,-1.831355223
0.010693,-1.970900433,0.0041601,-2.38089623,0.0024734,-2.61E+00,1.95E-05,-4.71E+00,9.03E-01,8,1.792391689,62,1.944482672,88,-1.925951931
0.0014225,-2.846947725,0.00044502,-3.351620471,0.00023836,-3.62E+00,8.25E-07,-6.08E+00,1.18E+00,15,1.84509804,70,1.84509804,70,-2.355787972
5.85E-06,-5.232844134,0.00014336,-3.843572008,0.00018444,-3.73E+00,1.84E-05,-4.74E+00,1.23E+00,17,2.255272505,180,2.255272505,180,-2.521087361
0.0043502,-2.361490776,0.0020304,-2.692418395,0.0012749,-2.89E+00,1.04E-05,-4.98E+00,1.08E+00,12,2,100,2,100,-1.905528871
1.68E-20,-19.77469072,4.71E-05,-4.326979093,0.00070212,-3.15E+00,0.0047086,-2.33E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-2.549412212
3.38E-21,-20.4710833,0.00051555,-3.287729209,0.0031803,-2.50E+00,0.0020357,-2.69E+00,7.78E-01,6,2.557507202,361,2.389166084,245,-2.090567003
0.01378,-1.860750782,0.0043109,-2.365432051,0.0023089,-2.64E+00,7.99E-06,-5.10E+00,9.03E-01,8,1.84509804,70,1.84509804,70,-1.915602481
0.00035604,-3.448501208,0.0087225,-2.059359022,0.011221,-1.95E+00,0.0011217,-2.95E+00,3.01E-01,2,2.255272505,180,2.255272505,180,-2.595713771
0.00044745,-3.349255488,0.00020884,-3.680186315,0.00013113,-3.88E+00,1.07E-06,-5.97E+00,6.99E-01,5,2,100,2,100,-3.653705718
7.02E-21,-20.15366289,1.97E-05,-4.705533774,0.00029277,-3.53E+00,0.0019634,-2.71E+00,1.18E+00,15,2.477121255,300,2.477121255,300,-1.975063032
0.0063558,-2.196829777,0.0013086,-2.883193084,0.00053966,-3.27E+00,4.42E-08,-7.35E+00,1.23E+00,17,2.255272505,180,1.568201724,37,-1.813071903
0.024369,-1.613162292,0.0076238,-2.117828505,0.0040833,-2.39E+00,1.41E-05,-4.85E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-1.917897116
1.67E-05,-4.777283529,0.00040955,-3.38769307,0.00052688,-3.28E+00,5.27E-05,-4.28E+00,1.28E+00,19,2.255272505,180,2.255272505,180,-1.968591536
0.0053694,-2.270074242,0.0025061,-2.601001604,0.0015736,-2.80E+00,1.28E-05,-4.89E+00,1.00E+00,10,2,100,2,100,-1.972487308
3.22E-20,-19.49214413,9.02E-05,-4.044793462,0.0013436,-2.87E+00,0.0090106,-2.05E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-2.461376004
7.06E-05,-4.151195299,0.00044696,-3.349731342,0.00054277,-3.27E+00,9.47E-05,-4.02E+00,1.30E+00,20,1.968482949,93,2.257678575,181,-1.856329567
0.0013528,-2.868766405,0.00042321,-3.373444079,0.00022667,-3.64E+00,7.84E-07,-6.11E+00,1.30E+00,20,1.84509804,70,1.84509804,70,-2.12773881
0.0069784,-2.156244141,0.17096,-0.767105491,0.21994,-6.58E-01,0.021985,-1.66E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-1.905528871
0.0023651,-2.626150492,0.0011039,-2.957070267,0.00069312,-3.16E+00,5.64E-06,-5.25E+00,6.99E-01,5,2,100,2,100,-2.930590929
2.72E-22,-21.5654311,7.62E-07,-6.118045029,1.13E-05,-4.95E+00,7.61E-05,-4.12E+00,1.30E+00,20,2.477121255,300,2.477121255,300,-3.137075922
6.20E-13,-12.20760831,1.50E-06,-5.823908741,1.88E-05,-4.73E+00,0.0002488,-3.60E+00,1.28E+00,19,1.944482672,88,2.557507202,361,-2.584993246
0.011765,-1.929408068,0.0036806,-2.434081378,0.0019713,-2.71E+00,6.82E-06,-5.17E+00,9.03E-01,8,1.84509804,70,1.84509804,70,-1.984263126
3.19E-05,-4.496209317,0.00078139,-3.107132151,0.0010053,-3.00E+00,0.00010049,-4.00E+00,1.08E+00,12,2.255272505,180,2.255272505,180,-2.087188299
0.0037668,-2.424027438,0.0017581,-2.754956426,0.0011039,-2.96E+00,8.98E-06,-5.05E+00,1.15E+00,14,2,100,2,100,-1.834162375
7.69E-21,-20.11407366,2.15E-05,-4.66756154,0.00032075,-3.49E+00,0.002151,-2.67E+00,1.23E+00,17,2.477121255,300,2.477121255,300,-1.826697158
6.44E-20,-19.19111413,6.65E-06,-5.177178355,0.00017633,-3.75E+00,0.0031685,-2.50E+00,1.15E+00,14,2.389166084,245,2.536558443,344,-1.92245042
0.0011154,-2.95256936,0.00034896,-3.457224352,0.00018691,-3.73E+00,6.47E-07,-6.19E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-2.352675722
4.37E-05,-4.359518563,0.0010699,-2.970656812,0.0013764,-2.86E+00,0.00013758,-3.86E+00,9.03E-01,8,2.255272505,180,2.255272505,180,-2.302910212
0.0081874,-2.086853991,0.0038214,-2.417777501,0.0023994,-2.62E+00,1.95E-05,-4.71E+00,9.54E-01,9,2,100,2,100,-1.880744111
6.43E-21,-20.19178903,1.80E-05,-4.744727495,0.00026823,-3.57E+00,0.0017988,-2.75E+00,1.18E+00,15,2.477121255,300,2.477121255,300,-2.013085017
7.01E-10,-9.154281982,2.96E-05,-4.528708289,0.00023712,-3.63E+00,0.0021991,-2.66E+00,1.08E+00,12,1.568201724,37,2.541579244,348,-1.99366234
0.016947,-1.770907171,0.0053018,-2.275576659,0.0028397,-2.55E+00,9.83E-06,-5.01E+00,6.99E-01,5,1.84509804,70,1.84509804,70,-2.233988912
4.26E-05,-4.370590401,0.0010426,-2.981882279,0.0013413,-2.87E+00,0.00013408,-3.87E+00,9.03E-01,8,2.255272505,180,2.255272505,180,-2.314115013
9.23E-05,-4.034798299,4.31E-05,-4.36552273,2.71E-05,-4.57E+00,2.20E-07,-6.66E+00,1.18E+00,15,2,100,2,100,-3.384860406
8.18E-19,-18.0872467,0.0022912,-2.639936999,0.03412,-1.47E+00,0.22882,-6.41E-01,0.00E+00,1,2.477121255,300,2.477121255,300,-2.26076003
5.47E-12,-11.26201267,3.10E-05,-4.508638306,0.00023718,-3.62E+00,0.0013191,-2.88E+00,1.30E+00,20,2.257678575,181,2.481442629,303,-1.81216918
0.016118,-1.792688849,0.0050425,-2.297354093,0.0027008,-2.57E+00,9.35E-06,-5.03E+00,3.01E-01,2,1.84509804,70,1.84509804,70,-3.051650618
0.00017838,-3.74865384,0.0043701,-2.359508625,0.0056222,-2.25E+00,0.00056199,-3.25E+00,8.45E-01,7,2.255272505,180,2.255272505,180,-1.807711387
0.0073379,-2.134428211,0.0034249,-2.465352104,0.0021505,-2.67E+00,1.75E-05,-4.76E+00,8.45E-01,7,2,100,2,100,-2.146624283
7.07E-21,-20.15058059,1.98E-05,-4.70333481,0.00029462,-3.53E+00,0.0019758,-2.70E+00,9.54E-01,9,2.477121255,300,2.477121255,300,-2.41601952
5.91E-43,-42.22841252,1.89E-06,-5.723538196,0.0001182,-3.93E+00,0.0026946,-2.57E+00,1.26E+00,18,2.557507202,361,2.519827994,331,-1.909988976
0.0023787,-2.623660327,0.00074417,-3.128327842,0.00039858,-3.40E+00,1.38E-06,-5.86E+00,1.04E+00,11,1.84509804,70,1.84509804,70,-2.401899223
0.0013307,-2.875919843,0.0326,-1.4867824,0.04194,-1.38E+00,0.0041923,-2.38E+00,3.01E-01,2,2.255272505,180,2.255272505,180,-2.023136692
0.012562,-1.900941211,0.0058633,-2.231857884,0.0036815,-2.43E+00,3.00E-05,-4.52E+00,7.78E-01,6,2,100,2,100,-2.047018774
1.32E-20,-19.87942607,3.71E-05,-4.43062609,0.00055199,-3.26E+00,0.0037019,-2.43E+00,1.11E+00,13,2.477121255,300,2.477121255,300,-1.823937695
0.062388,-1.204898937,0.0058388,-2.233676401,0.0020414,-2.69E+00,6.47E-10,-9.19E+00,8.45E-01,7,2.536558443,344,1.672097858,47,-2.100869228
0.16118,-0.792688849,0.050425,-1.297354093,0.027008,-1.57E+00,9.35E-05,-4.03E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-2.653705718
3.67E-05,-4.435333936,0.0008995,-3.045998832,0.0011572,-2.94E+00,0.00011568,-3.94E+00,6.02E-01,4,2.255272505,180,2.255272505,180,-2.980302269
0.0017858,-2.748167181,0.0008335,-3.079094396,0.00052335,-3.28E+00,4.26E-06,-5.37E+00,1.30E+00,20,2,100,2,100,-1.848507572
7.63E-21,-20.11747546,2.14E-05,-4.669586227,0.00031819,-3.50E+00,0.0021339,-2.67E+00,1.18E+00,15,2.477121255,300,2.477121255,300,-1.938886946
6.94E-54,-53.15864053,1.96E-06,-5.707743929,0.00079036,-3.10E+00,0.066404,-1.18E+00,4.77E-01,3,2.541579244,348,2.595496222,394,-1.929444984
0.0057205,-2.24256601,0.0017896,-2.747244029,0.00095854,-3.02E+00,3.32E-06,-5.48E+00,9.03E-01,8,1.84509804,70,1.84509804,70,-2.297405772
4.04E-05,-4.393618635,0.00099,-3.004364805,0.0012736,-2.89E+00,0.00012731,-3.90E+00,1.00E+00,10,2.255272505,180,2.255272505,180,-2.142782124
0.03246,-1.488651485,0.01515,-1.819587367,0.0095128,-2.02E+00,7.74E-05,-4.11E+00,6.02E-01,4,2,100,2,100,-1.986909862
5.02E-21,-20.29929628,1.41E-05,-4.850780887,0.0002094,-3.68E+00,0.0014043,-2.85E+00,9.54E-01,9,2.477121255,300,2.477121255,300,-2.564314862
1.05E-14,-13.9788107,0.00023441,-3.630023865,0.0012961,-2.89E+00,0.001546,-2.81E+00,8.45E-01,7,2.481442629,303,2.404833717,254,-2.281323964
0.0012031,-2.919698273,0.00037638,-3.424373462,0.00020159,-3.70E+00,6.98E-07,-6.16E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-2.319827718
4.36E-06,-5.360513511,0.00010681,-3.971388085,0.00013741,-3.86E+00,1.37E-05,-4.86E+00,1.15E+00,14,2.255272505,180,2.255272505,180,-2.817556814
